,Registration_date,Longitude,Latitude,Annual_underground_extraction_m3,Entitlement,Permited_use,Municipality_name,Year
643,1996-06-28,-99.15636111111111,19.28427777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
644,1996-06-28,-99.15558333333334,19.28033333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
645,1996-06-28,-99.21761111111111,19.333888888888886,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,LA MAGDALENA CONTRERAS,1996
646,1996-06-28,-99.17208333333333,19.302777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
647,1996-06-28,-99.09702777777777,19.322194444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
648,1996-06-28,-99.0381111111111,19.34638888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
649,1996-06-28,-99.20727777777778,19.331944444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
650,1996-06-28,-99.12380555555555,19.337138888888887,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
651,1996-06-28,-99.02777777777777,19.385833333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
652,1996-06-28,-99.07413888888888,19.289,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
653,1996-06-28,-99.08602777777777,19.303,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
654,1996-06-28,-99.10113888888888,19.295333333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
655,1996-06-28,-99.10527777777777,19.293694444444448,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
656,1996-06-28,-99.112,19.290861111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
657,1996-06-28,-99.09955555555555,19.315527777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
658,1996-06-28,-99.11527777777778,19.289694444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
659,1996-06-28,-99.11949999999999,19.287833333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
660,1996-06-28,-99.12872222222222,19.284333333333336,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
661,1996-06-28,-99.13391666666668,19.282777777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
662,1996-06-28,-99.14311111111111,19.283333333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
663,1996-06-28,-98.99316666666667,19.18788888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
664,1996-06-28,-99.13547222222223,19.291444444444448,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
665,1996-06-28,-99.04897222222222,19.211944444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
666,1996-06-28,-99.21686111111111,19.331166666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,LA MAGDALENA CONTRERAS,1996
667,1996-06-28,-99.12672222222221,19.400666666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
668,1996-06-28,-99.20572222222222,19.388777777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
669,1996-06-28,-99.21394444444445,19.36863888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
670,1996-06-28,-99.02361111111111,19.3505,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
671,1996-06-28,-99.20669444444445,19.496000000000002,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
672,1996-06-28,-99.13297222222222,19.327305555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
673,1996-06-28,-99.13102777777777,19.325944444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
674,1996-06-28,-99.12672222222221,19.325694444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
675,1996-06-28,-99.12719444444444,19.32311111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
676,1996-06-28,-99.09299999999999,19.41522222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
677,1996-06-28,-99.14694444444446,19.449944444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,CUAUHTÉMOC,1996
678,1996-06-28,-99.16827777777779,19.483666666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
679,1996-06-28,-99.21911111111112,19.447083333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
680,1996-06-28,-99.1466388888889,19.363583333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
681,1996-06-28,-98.98658333333333,19.34669444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
682,1996-06-28,-99.01786111111112,19.345777777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
683,1996-06-28,-99.14230555555557,19.39788888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
684,1996-06-28,-99.17777777777778,19.446944444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
685,1996-06-28,-99.20830555555555,19.45288888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
686,1996-06-28,-99.14027777777778,19.37038888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
687,1996-06-28,-99.06872222222222,19.33536111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
688,1996-06-28,-99.18827777777778,19.45883333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
689,1996-06-28,-99.21325,19.394944444444445,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
690,1996-06-28,-99.20166666666667,19.341083333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
691,1996-06-28,-99.07974999999999,19.338166666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
692,1996-06-28,-99.12247222222221,19.374055555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
693,1996-06-28,-99.20997222222222,19.34047222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
694,1996-06-28,-99.20111111111112,19.390666666666664,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
695,1996-06-28,-99.00888888888889,19.341555555555555,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
696,1996-06-28,-99.155,19.420944444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,CUAUHTÉMOC,1996
697,1996-06-28,-99.16280555555556,19.378555555555558,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
698,1996-06-28,-99.12280555555554,19.454027777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,VENUSTIANO CARRANZA,1996
699,1996-06-28,-99.011,19.351166666666668,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
700,1996-06-28,-99.18219444444445,19.348388888888888,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
701,1996-06-28,-99.10255555555555,19.23888888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
702,1996-06-28,-99.13074999999999,19.30825,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
703,1996-06-28,-99.09416666666667,19.242166666666666,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
704,1996-06-28,-99.21141666666666,19.361305555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
705,1996-06-28,-99.18166666666667,19.407027777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
706,1996-06-28,-99.13622222222223,19.37388888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
707,1996-06-28,-99.20072222222223,19.428361111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
708,1996-06-28,-99.18991666666668,19.406444444444443,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
709,1996-06-28,-99.20525,19.367194444444443,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
710,1996-06-28,-99.09197222222221,19.32636111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
711,1996-06-28,-99.17027777777778,19.46875,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,AZCAPOTZALCO,1996
712,1996-06-28,-99.19902777777779,19.33386111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
713,1996-06-28,-99.19680555555556,19.31972222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
714,1996-06-28,-99.21752777777778,19.311777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
715,1996-06-28,-99.20402777777778,19.44986111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
716,1996-06-28,-99.2196388888889,19.428472222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
717,1996-06-28,-99.18900000000001,19.456138888888887,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MIGUEL HIDALGO,1996
718,1996-06-28,-99.19908333333333,19.365083333333335,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
719,1996-06-28,-99.07161111111111,19.384722222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
720,1996-06-28,-99.14233333333334,19.390055555555556,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
721,1996-06-28,-99.15844444444446,19.293444444444447,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
722,1996-06-28,-99.15222222222222,19.326444444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
723,1996-06-28,-99.14355555555557,19.390083333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
724,1996-06-28,-99.17244444444445,19.370194444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,BENITO JUÁREZ,1996
725,1996-06-28,-99.11444444444444,19.301055555555557,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
726,1996-06-28,-99.13416666666667,19.31277777777778,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
727,1996-06-28,-99.1433888888889,19.276249999999997,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLALPAN,1996
728,1996-06-28,-99.00525,19.242527777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
729,1996-06-28,-99.01422222222222,19.252388888888888,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
730,1996-06-28,-99.09913888888889,19.319805555555554,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,COYOACÁN,1996
731,1996-06-28,-99.09663888888889,19.31613888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
732,1996-06-28,-99.035,19.250944444444446,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
733,1996-06-28,-99.10577777777777,19.237194444444444,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
734,1996-06-28,-99.19983333333333,19.375222222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,ÁLVARO OBREGÓN,1996
735,1996-06-28,-99.06572222222222,19.32011111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
736,1996-06-28,-99.04013888888889,19.283833333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
737,1996-06-28,-99.0265,19.302611111111112,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
738,1996-06-28,-99.06997222222222,19.25161111111111,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
739,1996-06-28,-99.02752777777778,19.260472222222223,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
740,1996-06-28,-98.99733333333333,19.23258333333333,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
741,1996-06-28,-98.97644444444444,19.20863888888889,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
742,1996-06-28,-98.96947222222222,19.209527777777776,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
743,1996-06-28,-98.96722222222222,19.206777777777777,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,TLÁHUAC,1996
744,1996-06-28,-98.99791666666667,19.20947222222222,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,MILPA ALTA,1996
745,1996-06-28,-99.09125,19.390333333333334,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTACALCO,1996
746,1996-06-28,-99.08477777777777,19.378972222222224,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,IZTAPALAPA,1996
747,1996-06-28,-99.08222222222221,19.296111111111113,780516000.0,SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,PÚBLICO URBANO,XOCHIMILCO,1996
748,2009-10-30,-99.28055555555555,19.35527777777778,115000.0,"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER, I. A. P.",INDUSTRIAL,CUAJIMALPA DE MORELOS,2009
749,1997-09-03,-99.12777777777777,19.41916666666667,293760.0,"INDUSTRIA EMBOTELLADORA DE MEXICO, S.A. DE C.V.",INDUSTRIAL,CUAUHTÉMOC,1997
750,2017-11-20,-99.17916666666667,19.44,490000.0,ALQUILADORA DE CASAS S.A. DE C.V.,INDUSTRIAL,MIGUEL HIDALGO,2017
751,2017-11-20,-99.17916666666667,19.439166666666665,490000.0,ALQUILADORA DE CASAS S.A. DE C.V.,INDUSTRIAL,MIGUEL HIDALGO,2017
752,2019-02-20,-99.19669444444445,19.502944444444445,11396.0,"TAPON CORONA, S. A. DE C. V.",INDUSTRIAL,AZCAPOTZALCO,2019
753,2018-11-28,-99.15333333333334,19.43277777777778,720000.0,"CIBANCO, S.A.,I.B.M., FIDUCIARIO EN EL FIDEICOMISO CIB/2032",SERVICIOS,CUAUHTÉMOC,2018
754,2018-11-28,-99.15166666666667,19.43166666666667,720000.0,"CIBANCO, S.A.,I.B.M., FIDUCIARIO EN EL FIDEICOMISO CIB/2032",SERVICIOS,CUAUHTÉMOC,2018
755,2018-11-28,-99.21027777777778,19.330277777777777,160000.0,"INMOBILIARIA GOCOS, S.A. DE C.V.",SERVICIOS,ÁLVARO OBREGÓN,2018
756,2018-11-28,-99.21444444444445,19.328055555555554,40000.0,"INMOBILIARIA JERONIMO, S.A. DE C.V.",SERVICIOS,LA MAGDALENA CONTRERAS,2018
757,2013-01-08,-99.13861111111112,19.30666666666667,40000.0,"INMOBILIARIA GP, S.A. DE C.V.",INDUSTRIAL,COYOACÁN,2013
758,2017-07-12,-99.16416666666667,19.491666666666667,210526.0,ENVASADORAS DE AGUAS EN MEXICO S. DE R. L. DE C. V.,INDUSTRIAL,AZCAPOTZALCO,2017
759,1994-05-04,-99.07666666666667,19.31722222222222,400000.0,"PAPELERA IRUÑA, S.A. DE C.V.",DIFERENTES USOS,IZTAPALAPA,1994
760,1994-05-04,-99.0775,19.3175,400000.0,"PAPELERA IRUÑA, S.A. DE C.V.",DIFERENTES USOS,IZTAPALAPA,1994
761,1994-11-29,-99.14333333333335,19.53666666666667,70000.0,"LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS EN MEXICO, A.R.",DIFERENTES USOS,GUSTAVO A. MADERO,1994
762,1994-11-29,-99.14361111111111,19.5375,70000.0,"LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS EN MEXICO, A.R.",DIFERENTES USOS,GUSTAVO A. MADERO,1994
763,1994-06-08,-99.08555555555554,19.32361111111111,113000.0,"FERMIC, S.A. DE C.V.",INDUSTRIAL,IZTAPALAPA,1994
764,1994-06-30,-99.19722222222222,19.395,18000.0,INDUX S.A. DE C.V.,INDUSTRIAL,ÁLVARO OBREGÓN,1994
765,1995-08-08,-99.0863611111111,19.437527777777778,5150.0,"BAÑOS MEDICINALES DEL PEÑON, S.A.",INDUSTRIAL,VENUSTIANO CARRANZA,1995
766,1995-07-21,-99.11705555555555,19.36491666666667,4069.0,"BAÑOS MANOLITA, S.A.",INDUSTRIAL,IZTAPALAPA,1995
767,1995-07-21,-99.17694444444444,19.460277777777776,9944.0,"ARVATO DE MEXICO, S.A. DE C.V.",INDUSTRIAL,AZCAPOTZALCO,1995
768,1995-06-01,-99.19638888888889,19.43861111111111,32840.0,"SOCIEDAD DE BENEFICENCIA ESPAÑOLA, I.A.P.",SERVICIOS,MIGUEL HIDALGO,1995
769,1995-06-01,-99.205,19.461111111111112,15445.0,"SOCIEDAD DE BENEFICENCIA ESPAÑOLA, I.A.P.",SERVICIOS,MIGUEL HIDALGO,1995
770,1995-07-13,-99.16111111111111,19.493055555555557,5900.0,"COPAMEX CORRUGADOS, S. A. DE C. V.",INDUSTRIAL,AZCAPOTZALCO,1995
771,1995-06-28,-99.20472222222223,19.442222222222224,223665.0,"INMUEBLES GENERAL, S.A. DE C.V.",SERVICIOS,MIGUEL HIDALGO,1995
772,1995-09-07,-99.11727777777777,19.399083333333333,130000.0,"HIELO IDEAL, S.A.",INDUSTRIAL,IZTACALCO,1995
773,1995-09-07,-99.14694444444446,19.35377777777778,106063.0,"HIELO IDEAL, S.A.",INDUSTRIAL,COYOACÁN,1995
774,1996-09-19,-99.11947222222221,19.472027777777775,99690.0,"CONDOMINOS PLAZA TEPEYAC, A.C.",SERVICIOS,GUSTAVO A. MADERO,1996
775,1996-09-19,-99.11944444444444,19.47222222222222,99690.0,"CONDOMINOS PLAZA TEPEYAC, A.C.",SERVICIOS,GUSTAVO A. MADERO,1996
776,1995-12-12,-99.167,19.496166666666667,70480.0,"MALTA-TEXO DE MEXICO, S. A. DE C.V.",INDUSTRIAL,AZCAPOTZALCO,1995
777,1995-11-28,-99.13944444444445,19.306944444444444,215120.0,"DERIVADOS DE FRUTAS, S.A. DE C.V.",INDUSTRIAL,COYOACÁN,1995
778,1996-03-07,-99.18475000000001,19.50738888888889,25140.0,"PRODUCTOS MARINELA, S. A. DE C.V.",INDUSTRIAL,AZCAPOTZALCO,1996
779,2000-08-30,-99.17425,19.502583333333334,551888.0,"COMERCIALIZADORA DE LACTEOS Y DERIVADOS, S.A. DE C.V.",INDUSTRIAL,AZCAPOTZALCO,2000
780,1999-08-02,-99.20788888888889,19.4655,172060.0,PEMEX REFINACION,INDUSTRIAL,MIGUEL HIDALGO,1999
781,1999-08-02,-99.19813888888889,19.46336111111111,172060.0,PEMEX REFINACION,INDUSTRIAL,MIGUEL HIDALGO,1999
782,1999-08-02,-99.19672222222222,19.465,172060.0,PEMEX REFINACION,INDUSTRIAL,MIGUEL HIDALGO,1999
783,1999-08-02,-99.188,19.46388888888889,172060.0,PEMEX REFINACION,INDUSTRIAL,MIGUEL HIDALGO,1999
784,2003-01-14,-99.095,19.43611111111111,93600.0,"GRUPO ACYTEX, S. A. DE C. V.",INDUSTRIAL,VENUSTIANO CARRANZA,2003
785,2010-02-15,-99.21300000000001,19.461111111111112,100000.0,"HERDEZ, S.A. DE C.V.",INDUSTRIAL,MIGUEL HIDALGO,2010
786,2008-09-12,-99.17444444444445,19.460555555555555,20000.0,"FABRICA DE HIELO LA MODERNA, S.A. DE C.V.",INDUSTRIAL,AZCAPOTZALCO,2008
787,2009-05-14,-99.17277777777778,19.366111111111113,20514.0,"EMBOTELLADORA AGA DE MEXICO, S.A. DE C.V.",INDUSTRIAL,BENITO JUÁREZ,2009
788,2012-03-12,-99.16250000000001,19.49361111111111,29720.0,"INMOBILIARIA OLFAM, S.A. DE C.V.",INDUSTRIAL,AZCAPOTZALCO,2012
